Total_Nodes,Total_Edges,Disease_Nodes,Symptom_Nodes,Density,Average_Degree,Max_Degree,Min_Degree,Average_Clustering,Louvain_Communities,Leiden_Communities,Louvain_Modularity
1097,5388,773,324,0.00896273180339213,9.823154056517776,135,1,0.008912126090925615,10,10,0.5947566294314015
